,order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit
1594,O01594,2023-07-23,C0284,P0618,UNKNOWN,Online,2,223.33,0.2,357.33,167.65,22.029999999999973
1595,O01595,2023-10-07,C0586,P1175,S029,In-Store,1,26.47,0.0,26.47,23.03,3.4399999999999977
1596,O01596,2025-01-31,C0166,P0430,S036,In-Store,1,126.13,0.0,126.13,78.96,47.17
1597,O01597,2024-05-02,C0152,P1182,UNKNOWN,Online,2,275.08,0.1,495.14,167.92,159.3
1598,O01598,2023-09-22,C0094,P0620,UNKNOWN,Online,3,263.03,0.1,710.18,158.38,235.03999999999996
1599,O01599,2023-04-15,C0752,P1047,UNKNOWN,Online,1,126.31,0.05,119.99,79.41,40.58
1600,O01600,2024-10-09,C0590,P0851,S005,In-Store,1,70.32,0.05,66.8,37.63,29.169999999999995
1601,O01601,2025-01-26,C0511,P0190,S007,In-Store,1,232.24,0.05,220.63,136.2,84.43
1602,O01602,2023-08-07,C0648,P0309,S007,In-Store,1,364.92,0.05,346.67,199.47,147.20000000000002
1603,O01603,2024-02-16,C0703,P0942,S048,In-Store,2,193.87,0.05,368.35,173.54,21.27000000000004
1604,O01604,2025-02-05,C0620,P0182,UNKNOWN,Online,2,60.65,0.2,97.04,47.71,1.6200000000000045
1605,O01605,2024-05-03,C0132,P0370,UNKNOWN,Online,1,106.39,0.0,106.39,58.2,48.19
1606,O01606,2024-09-18,C0740,P0702,S059,In-Store,3,286.8,0.2,688.32,178.57,152.61
1607,O01607,2024-07-19,C0202,P0438,UNKNOWN,Online,2,270.3,0.05,513.57,193.94,125.69000000000005
1608,O01608,2024-08-17,C0345,P0426,S042,In-Store,1,289.27,0.05,274.81,184.02,90.78999999999999
1609,O01609,2024-06-10,C0681,P0617,S006,In-Store,1,43.85,0.05,41.66,29.61,12.049999999999997
1610,O01610,2024-01-18,C0288,P0360,UNKNOWN,Online,1,46.47,0.1,41.82,26.3,15.52
1611,O01611,2025-01-25,C0571,P0808,S008,In-Store,1,276.8,0.1,249.12,185.54,63.58000000000001
1612,O01612,2024-12-21,C0590,P0668,S009,In-Store,2,153.87,0.1,276.97,89.56,97.85000000000002
1613,O01613,2023-12-19,C0017,P0510,UNKNOWN,Online,2,156.58,0.1,281.84,142.22,-2.6000000000000227
1614,O01614,2024-04-25,C0358,P0779,S004,In-Store,1,113.02,0.0,113.02,78.45,34.56999999999999
1615,O01615,2024-11-14,C0219,P1165,S008,In-Store,2,111.55,0.2,178.48,73.86,30.75999999999999
1616,O01616,2024-01-29,C0794,P0199,UNKNOWN,Online,2,115.92,0.2,185.47,58.8,67.87
1617,O01617,2024-09-16,C0282,P0390,S022,In-Store,3,178.02,0.1,480.65,92.46,203.26999999999998
1618,O01618,2024-09-06,C0396,P0628,S008,In-Store,2,112.51,0.05,213.77,63.59,86.59
1619,O01619,2023-11-29,C0265,P0153,S049,In-Store,2,56.67,0.05,107.67,28.68,50.31
1620,O01620,2024-06-16,C0493,P0110,S023,In-Store,2,280.19,0.05,532.36,170.81,190.74
1621,O01621,2025-02-28,C0570,P1013,UNKNOWN,Online,2,325.64,0.05,618.72,185.11,248.5
1622,O01622,2023-09-29,C0062,P0907,S005,In-Store,3,221.46,0.2,531.5,177.15,0.049999999999954525
1623,O01623,2024-08-21,C0604,P0045,S008,In-Store,1,198.66,0.05,188.73,171.01,17.72
1624,O01624,2024-03-21,C0543,P0219,S016,In-Store,1,125.63,0.05,119.35,73.95,45.39999999999999
1625,O01625,2024-07-09,C0700,P0015,UNKNOWN,Online,1,157.98,0.1,142.18,82.15,60.03
1626,O01626,2025-04-06,C0060,P0255,UNKNOWN,Online,2,21.15,0.1,38.07,17.85,2.3699999999999974
1627,O01627,2025-04-06,C0415,P1016,S049,In-Store,3,321.0,0.2,770.4,186.81,209.9699999999999
1628,O01628,2024-04-13,C0636,P0631,S023,In-Store,1,30.95,0.2,24.76,17.8,6.960000000000001
1629,O01629,2024-05-12,C0797,P0712,S027,In-Store,1,124.0,0.05,117.8,108.42,9.379999999999995
1630,O01630,2023-09-26,C0257,P0982,S008,In-Store,1,83.76,0.1,75.38,51.39,23.989999999999995
1631,O01631,2024-10-06,C0002,P0226,UNKNOWN,Online,2,122.21,0.0,244.42,86.87,70.67999999999998
1632,O01632,2024-03-20,C0396,P1053,UNKNOWN,Online,2,94.13,0.05,178.85,74.28,30.289999999999992
1633,O01633,2024-03-15,C0754,P0844,S006,In-Store,2,106.04,0.2,169.66,72.11,25.439999999999998
1634,O01634,2024-05-05,C0781,P0184,S027,In-Store,1,207.61,0.0,207.61,118.02,89.59000000000002
1635,O01635,2024-02-01,C0529,P0199,S042,In-Store,1,115.92,0.1,104.33,58.8,45.53
1636,O01636,2025-03-08,C0151,P0093,UNKNOWN,Online,2,243.56,0.0,487.12,140.32,206.48000000000002
1637,O01637,2023-09-10,C0721,P0124,S012,In-Store,1,76.7,0.0,76.7,57.83,18.870000000000005
1638,O01638,2025-03-01,C0104,P0504,UNKNOWN,Online,4,23.22,0.05,88.24,13.96,32.39999999999999
1639,O01639,2024-04-25,C0048,P0589,S033,In-Store,2,138.7,0.1,249.66,78.78,92.1
1640,O01640,2023-12-28,C0204,P0820,UNKNOWN,Online,1,310.73,0.05,295.19,193.38,101.81
1641,O01641,2024-11-30,C0578,P0891,UNKNOWN,Online,1,183.58,0.1,165.22,115.51,49.709999999999994
1642,O01642,2024-01-10,C0720,P0879,S031,In-Store,1,168.21,0.0,168.21,148.84,19.370000000000005
1643,O01643,2025-02-16,C0574,P0011,S042,In-Store,1,144.13,0.05,136.92,109.16,27.75999999999999
1644,O01644,2023-06-15,C0160,P0900,S053,In-Store,3,18.92,0.2,45.41,14.57,1.6999999999999957
1645,O01645,2024-04-16,C0447,P0304,UNKNOWN,Online,2,138.55,0.0,277.1,77.54,122.02000000000001
1646,O01646,2023-05-02,C0141,P0972,UNKNOWN,Online,1,113.58,0.0,113.58,81.65,31.929999999999993
1647,O01647,2023-10-20,C0412,P0849,S019,In-Store,3,111.61,0.1,301.35,66.13,102.96000000000004
1648,O01648,2025-03-02,C0025,P0138,S003,In-Store,2,87.06,0.2,139.3,50.14,39.02000000000001
1649,O01649,2024-01-26,C0682,P0957,UNKNOWN,Online,2,264.21,0.1,475.58,192.43,90.71999999999997
1650,O01650,2023-08-30,C0766,P0537,S034,In-Store,1,101.98,0.0,101.98,76.7,25.28
1651,O01651,2023-04-11,C0576,P0552,S020,In-Store,2,167.38,0.05,318.02,94.4,129.21999999999997
1652,O01652,2023-10-25,C0724,P0134,S011,In-Store,2,249.13,0.0,498.26,182.16,133.94
1653,O01653,2024-06-15,C0623,P1027,UNKNOWN,Online,1,110.09,0.1,99.08,65.53,33.55
1654,O01654,2025-02-17,C0612,P1017,S025,In-Store,4,212.78,0.2,680.9,178.39,-32.65999999999997
1655,O01655,2023-05-08,C0663,P0133,UNKNOWN,Online,3,50.24,0.2,120.58,28.1,36.27999999999999
1656,O01656,2024-08-29,C0424,P0782,S047,In-Store,1,43.61,0.1,39.25,37.29,1.9600000000000009
1657,O01657,2023-06-13,C0391,P0203,UNKNOWN,Online,1,259.84,0.2,207.87,158.79,49.08000000000001
1658,O01658,2025-03-04,C0050,P0993,S017,In-Store,2,170.79,0.05,324.5,99.31,125.88
1659,O01659,2023-08-26,C0178,P0660,S013,In-Store,2,161.23,0.1,290.21,128.05,34.10999999999996
1660,O01660,2024-06-05,C0116,P0913,S004,In-Store,2,211.23,0.1,380.21,105.93,168.34999999999997
1661,O01661,2023-04-21,C0441,P0285,UNKNOWN,Online,2,86.63,0.2,138.61,74.63,-10.649999999999977
1662,O01662,2024-10-10,C0471,P1107,S006,In-Store,2,333.55,0.0,667.1,181.41,304.28000000000003
1663,O01663,2023-10-14,C0162,P0056,S042,In-Store,3,103.48,0.1,279.4,53.97,117.48999999999998
1664,O01664,2023-07-06,C0558,P0171,UNKNOWN,Online,2,268.46,0.2,429.54,140.33,148.88
1665,O01665,2024-03-11,C0114,P0171,S001,In-Store,1,268.46,0.1,241.61,140.33,101.28
1666,O01666,2024-06-26,C0520,P0062,S054,In-Store,3,234.63,0.0,703.89,138.0,289.89
1667,O01667,2024-03-10,C0408,P0532,S008,In-Store,3,49.14,0.05,140.05,28.29,55.18000000000001
1668,O01668,2023-07-05,C0462,P0729,S047,In-Store,5,183.66,0.05,872.38,92.52,409.78000000000003
1669,O01669,2025-03-05,C0450,P1038,S059,In-Store,1,95.34,0.0,95.34,65.07,30.27000000000001
1670,O01670,2023-07-27,C0063,P0052,UNKNOWN,Online,2,95.71,0.0,191.42,77.06,37.29999999999998
1671,O01671,2025-01-14,C0327,P0969,S053,In-Store,1,171.98,0.05,163.38,90.71,72.67
1672,O01672,2024-10-03,C0389,P1153,UNKNOWN,Online,2,152.8,0.2,244.48,103.2,38.079999999999984
1673,O01673,2024-12-29,C0663,P0172,S032,In-Store,1,89.42,0.2,71.54,62.21,9.330000000000005
1674,O01674,2024-11-01,C0604,P0553,S038,In-Store,3,31.56,0.2,75.74,19.59,16.97
1675,O01675,2024-04-19,C0516,P0308,S048,In-Store,1,53.99,0.2,43.19,28.91,14.279999999999998
1676,O01676,2023-05-25,C0686,P0977,S003,In-Store,1,17.0,0.1,15.3,13.56,1.7400000000000002
1677,O01677,2023-07-12,C0363,P0469,S016,In-Store,1,116.24,0.0,116.24,63.55,52.69
1678,O01678,2024-07-25,C0433,P0230,S002,In-Store,1,73.43,0.2,58.74,47.04,11.700000000000003
1679,O01679,2024-09-16,C0657,P0508,UNKNOWN,Online,2,35.78,0.1,64.4,21.07,22.260000000000005
1680,O01680,2023-07-30,C0707,P1132,S021,In-Store,1,117.68,0.2,94.14,77.83,16.310000000000002
1681,O01681,2024-04-08,C0797,P0942,S054,In-Store,2,193.87,0.2,310.19,173.54,-36.889999999999986
1682,O01682,2024-01-20,C0655,P0092,S059,In-Store,1,210.05,0.2,168.04,179.14,-11.099999999999994
1683,O01683,2023-12-08,C0289,P0770,S015,In-Store,1,221.83,0.1,199.65,110.98,88.67
1684,O01684,2023-04-29,C0439,P0052,UNKNOWN,Online,3,95.71,0.1,258.42,77.06,27.24000000000001
1685,O01685,2023-08-04,C0454,P0023,UNKNOWN,Online,2,97.03,0.1,174.65,77.91,18.830000000000013
1686,O01686,2024-05-19,C0145,P0327,S022,In-Store,1,277.77,0.05,263.88,148.17,115.71000000000001
1687,O01687,2024-10-01,C0416,P0563,S008,In-Store,1,45.12,0.0,45.12,24.87,20.249999999999996
1688,O01688,2024-04-23,C0587,P0454,UNKNOWN,Online,2,57.81,0.2,92.5,39.64,13.219999999999999
1689,O01689,2024-06-12,C0513,P0466,S056,In-Store,2,135.41,0.2,216.66,99.14,18.379999999999995
1690,O01690,2023-11-04,C0264,P0809,S048,In-Store,1,127.42,0.2,101.94,77.31,24.629999999999995
1691,O01691,2025-03-28,C0069,P0870,UNKNOWN,Online,2,168.73,0.0,337.46,125.46,86.53999999999999
1692,O01692,2024-11-09,C0075,P0439,S007,In-Store,1,79.07,0.05,75.12,49.49,25.630000000000003
1693,O01693,2024-12-26,C0773,P0334,UNKNOWN,In-Store,1,135.83,0.05,129.04,118.75,10.289999999999992
1694,O01694,2024-10-12,C0110,P0476,UNKNOWN,Online,1,52.23,0.2,41.78,43.43,-1.6499999999999986
1695,O01695,2023-09-22,C0349,P0382,S002,In-Store,2,27.14,0.1,48.85,17.04,14.770000000000003
1696,O01696,2024-07-25,C0523,P0193,S049,In-Store,2,62.96,0.0,125.92,32.26,61.400000000000006
1697,O01697,2024-02-24,C0368,P0570,S031,In-Store,1,245.4,0.05,233.13,182.12,51.00999999999999
1698,O01698,2024-10-29,C0631,P0199,S041,In-Store,1,115.92,0.0,115.92,58.8,57.120000000000005
1699,O01699,2024-01-04,C0713,P0592,UNKNOWN,Online,2,57.43,0.2,91.89,32.43,27.03
1700,O01700,2024-04-24,C0064,P0962,S030,In-Store,1,166.96,0.0,166.96,84.67,82.29
1701,O01701,2024-03-15,C0129,P0529,S036,In-Store,1,135.66,0.0,135.66,81.19,54.47
1702,O01702,2024-06-17,C0746,P0005,S029,In-Store,1,112.55,0.05,106.92,79.09,27.83
1703,O01703,2024-07-22,C0081,P0906,UNKNOWN,Online,2,269.33,0.0,538.66,150.49,237.67999999999995
1704,O01704,2023-05-12,C0334,P0378,S040,In-Store,1,99.58,0.2,79.66,76.67,2.989999999999995
1705,O01705,2024-03-21,C0559,P0864,UNKNOWN,In-Store,1,113.48,0.05,107.81,63.42,44.39
1706,O01706,2024-09-15,C0595,P0810,S035,In-Store,4,235.44,0.2,753.41,143.76,178.37
1707,O01707,2024-05-08,C0518,P0780,S044,In-Store,1,253.19,0.0,253.19,194.67,58.52000000000001
1708,O01708,2025-02-01,C0602,P0534,S051,In-Store,1,53.64,0.0,53.64,29.75,23.89
1709,O01709,2024-09-20,C0628,P0276,S043,In-Store,2,112.54,0.05,213.83,60.94,91.95000000000002
1710,O01710,2024-07-16,C0703,P0978,S015,In-Store,1,219.94,0.2,175.95,174.42,1.5300000000000011
1711,O01711,2023-12-30,C0045,P0719,UNKNOWN,Online,1,330.88,0.2,264.7,196.36,68.33999999999997
1712,O01712,2025-01-29,C0699,P0126,UNKNOWN,Online,1,201.02,0.2,160.82,149.03,11.789999999999992
1713,O01713,2024-10-22,C0321,P0509,S045,In-Store,1,222.66,0.05,211.53,126.99,84.54
1714,O01714,2025-02-06,C0593,P0532,S038,In-Store,3,49.14,0.0,147.42,28.29,62.54999999999998
1715,O01715,2024-07-24,C0007,P0100,UNKNOWN,Online,2,31.75,0.1,57.15,21.37,14.409999999999997
1716,O01716,2023-10-10,C0305,P1086,S016,In-Store,2,80.63,0.05,153.2,69.87,13.45999999999998
1717,O01717,2023-12-03,C0385,P0768,S017,In-Store,1,246.33,0.2,197.06,148.04,49.02000000000001
1718,O01718,2024-02-05,C0420,P0102,S027,In-Store,1,221.14,0.1,199.03,153.44,45.59
1719,O01719,2023-10-16,C0572,P0636,S055,In-Store,1,168.98,0.1,152.08,119.44,32.640000000000015
1720,O01720,2024-02-06,C0453,P0696,S001,In-Store,1,157.7,0.2,126.16,103.59,22.569999999999993
1721,O01721,2025-02-03,C0315,P0653,S012,In-Store,2,62.89,0.0,125.78,48.34,29.099999999999994
1722,O01722,2024-08-04,C0248,P0756,UNKNOWN,Online,2,338.92,0.2,542.27,181.6,179.07
1723,O01723,2025-01-30,C0396,P0267,S011,In-Store,1,349.07,0.2,279.26,193.29,85.97
1724,O01724,2024-06-21,C0296,P0110,UNKNOWN,Online,1,280.19,0.1,252.17,170.81,81.35999999999999
1725,O01725,2024-08-30,C0355,P0468,S000,In-Store,1,146.22,0.2,116.98,97.85,19.13000000000001
1726,O01726,2024-07-01,C0191,P0242,UNKNOWN,Online,2,138.25,0.1,248.85,108.47,31.909999999999997
1727,O01727,2024-11-17,C0780,P0925,S056,In-Store,2,65.74,0.2,105.18,48.31,8.560000000000002
1728,O01728,2023-10-08,C0485,P0636,S048,In-Store,1,168.98,0.1,152.08,119.44,32.640000000000015
1729,O01729,2023-09-21,C0399,P0056,UNKNOWN,Online,2,103.48,0.05,196.61,53.97,88.67000000000002
1730,O01730,2023-08-28,C0102,P0189,S054,In-Store,2,177.09,0.1,318.76,159.18,0.39999999999997726
1731,O01731,2024-02-25,C0529,P0795,S000,In-Store,1,255.38,0.0,255.38,133.58,121.79999999999998
1732,O01732,2024-01-23,C0602,P1057,S030,In-Store,2,176.53,0.2,282.45,107.05,68.35
1733,O01733,2024-02-03,C0130,P0401,S011,In-Store,4,93.92,0.1,338.11,58.66,103.47000000000003
1734,O01734,2024-02-10,C0526,P0027,S017,In-Store,1,236.79,0.2,189.43,189.64,-0.20999999999997954
1735,O01735,2024-04-30,C0735,P0836,S054,In-Store,2,60.54,0.05,115.03,40.86,33.31
1736,O01736,2024-07-17,C0435,P0155,UNKNOWN,Online,1,114.52,0.0,114.52,94.98,19.539999999999992
1737,O01737,2024-08-15,C0054,P0417,UNKNOWN,In-Store,2,56.54,0.2,90.46,43.26,3.9399999999999977
1738,O01738,2023-11-11,C0440,P0708,S046,In-Store,2,157.48,0.2,251.97,124.12,3.7299999999999898
1739,O01739,2023-11-19,C0545,P0098,S022,In-Store,2,120.73,0.05,229.39,70.55,88.28999999999999
1740,O01740,2025-03-11,C0271,P1052,UNKNOWN,Online,1,190.93,0.05,181.38,126.53,54.849999999999994
1741,O01741,2024-06-20,C0570,P0476,S056,In-Store,2,52.23,0.1,94.01,43.43,7.150000000000006
1742,O01742,2024-01-08,C0770,P0549,UNKNOWN,Online,3,8.95,0.2,21.48,5.29,5.609999999999999
1743,O01743,2024-09-09,C0668,P0752,UNKNOWN,Online,2,273.69,0.2,437.9,150.62,136.65999999999997
1744,O01744,2025-01-09,C0149,P0403,S004,In-Store,2,115.91,0.0,231.82,84.61,62.599999999999994
1745,O01745,2024-01-27,C0198,P0315,S028,In-Store,1,193.09,0.1,173.78,165.55,8.22999999999999
1746,O01746,2025-02-07,C0629,P1006,S039,In-Store,2,262.46,0.0,524.92,194.07,136.77999999999997
1747,O01747,2024-04-12,C0792,P0815,S015,In-Store,2,186.83,0.1,336.29,105.96,124.37000000000003
1748,O01748,2024-08-01,C0694,P0340,S001,In-Store,1,68.28,0.05,64.87,43.82,21.050000000000004
1749,O01749,2023-07-07,C0568,P1103,S010,In-Store,2,180.59,0.0,361.18,158.62,43.94
1750,O01750,2025-04-05,C0362,P0025,S003,In-Store,1,83.7,0.0,83.7,51.97,31.730000000000004
1751,O01751,2023-09-21,C0396,P0505,S016,In-Store,1,231.34,0.1,208.21,186.24,21.97
1752,O01752,2024-02-05,C0199,P0067,S050,In-Store,2,310.89,0.05,590.69,165.0,260.69000000000005
1753,O01753,2024-03-30,C0558,P1030,S017,In-Store,2,115.95,0.05,220.31,100.06,20.189999999999998
1754,O01754,2025-01-13,C0235,P0625,UNKNOWN,Online,1,249.56,0.0,249.56,178.47,71.09
1755,O01755,2023-05-21,C0732,P0811,S032,In-Store,3,13.23,0.1,35.72,7.09,14.45
1756,O01756,2023-07-09,C0068,P0870,S011,In-Store,2,168.73,0.1,303.71,125.46,52.78999999999999
1757,O01757,2024-07-10,C0686,P0736,UNKNOWN,Online,1,62.18,0.2,49.74,48.13,1.6099999999999994
1758,O01758,2023-07-09,C0544,P0430,S056,In-Store,1,126.13,0.1,113.52,78.96,34.56
1759,O01759,2024-08-13,C0486,P0445,S050,In-Store,1,35.94,0.0,35.94,22.48,13.459999999999997
1760,O01760,2024-11-26,C0702,P0656,UNKNOWN,Online,1,192.95,0.0,192.95,102.59,90.35999999999999
1761,O01761,2023-08-04,C0467,P1028,S016,In-Store,2,233.27,0.2,373.23,189.75,-6.269999999999982
1762,O01762,2023-10-15,C0581,P1186,S037,In-Store,1,227.61,0.05,216.23,167.3,48.92999999999998
1763,O01763,2025-01-25,C0782,P0124,S020,In-Store,1,76.7,0.2,61.36,57.83,3.530000000000001
1764,O01764,2024-06-27,C0136,P0981,UNKNOWN,Online,1,11.42,0.2,9.14,7.38,1.7600000000000007
1765,O01765,2023-08-09,C0259,P0771,UNKNOWN,Online,1,155.11,0.0,155.11,81.54,73.57000000000001
1766,O01766,2023-04-21,C0612,P1106,S024,In-Store,2,88.1,0.1,158.58,52.32,53.94000000000001
1767,O01767,2025-03-31,C0135,P0417,S041,In-Store,1,56.54,0.05,53.71,43.26,10.450000000000003
1768,O01768,2025-02-07,C0166,P1067,UNKNOWN,Online,3,301.78,0.0,905.34,160.88,422.70000000000005
1769,O01769,2023-07-31,C0115,P1125,S025,In-Store,1,90.35,0.05,85.83,60.59,25.239999999999995
1770,O01770,2024-03-20,C0580,P0430,S033,In-Store,3,126.13,0.0,378.39,78.96,141.51
1771,O01771,2023-04-13,C0570,P0434,UNKNOWN,Online,1,257.4,0.0,257.4,186.11,71.28999999999996
1772,O01772,2024-09-27,C0119,P0030,UNKNOWN,Online,2,132.5,0.05,251.75,119.75,12.25
1773,O01773,2023-12-04,C0016,P0129,S024,In-Store,2,27.78,0.2,44.45,25.0,-5.549999999999997
1774,O01774,2024-01-10,C0117,P0092,S032,In-Store,3,210.05,0.2,504.12,179.14,-33.299999999999955
1775,O01775,2023-09-11,C0124,P0022,S052,In-Store,1,124.36,0.1,111.92,104.0,7.920000000000002
1776,O01776,2023-09-08,C0392,P0190,UNKNOWN,Online,1,232.24,0.05,220.63,136.2,84.43
1777,O01777,2024-12-25,C0296,P0653,S041,In-Store,3,62.89,0.0,188.67,48.34,43.64999999999998
1778,O01778,2025-01-03,C0773,P0097,S017,In-Store,1,134.83,0.2,107.86,100.2,7.659999999999997
1779,O01779,2024-10-15,C0784,P1127,S012,In-Store,2,119.95,0.1,215.91,99.59,16.72999999999999
1780,O01780,2023-07-16,C0602,P0647,S050,In-Store,3,139.35,0.0,418.05,105.87,100.44
1781,O01781,2024-04-08,C0203,P0034,S048,In-Store,1,189.42,0.2,151.54,133.5,18.039999999999992
1782,O01782,2024-06-20,C0003,P0757,S017,In-Store,2,88.95,0.1,160.11,48.05,64.01000000000002
1783,O01783,2023-06-11,C0602,P0776,S004,In-Store,1,87.71,0.1,78.94,77.04,1.8999999999999915
1784,O01784,2024-04-26,C0705,P0094,S057,In-Store,1,105.62,0.2,84.5,69.52,14.980000000000004
1785,O01785,2023-11-12,C0094,P0151,UNKNOWN,Online,2,176.17,0.2,281.87,106.1,69.67000000000002
1786,O01786,2024-06-06,C0306,P0177,S045,In-Store,1,128.6,0.05,122.17,91.14,31.03
1787,O01787,2024-01-07,C0001,P0915,S006,In-Store,1,287.43,0.2,229.94,184.23,45.71000000000001
1788,O01788,2024-11-05,C0605,P0550,S030,In-Store,3,142.36,0.0,427.08,108.31,102.14999999999998
1789,O01789,2025-02-15,C0015,P0752,S048,In-Store,2,273.69,0.05,520.01,150.62,218.76999999999998
1790,O01790,2023-07-13,C0561,P0414,UNKNOWN,Online,1,162.49,0.05,154.37,105.0,49.370000000000005
1791,O01791,2024-04-11,C0743,P1162,S025,In-Store,2,199.19,0.05,378.46,117.85,142.76
1792,O01792,2023-06-11,C0470,P0031,S034,In-Store,1,340.18,0.2,272.14,181.56,90.57999999999998
1793,O01793,2023-05-07,C0532,P1158,UNKNOWN,Online,3,275.48,0.2,661.15,175.62,134.28999999999996
1794,O01794,2024-12-31,C0074,P0745,UNKNOWN,Online,1,16.81,0.2,13.45,9.63,3.8199999999999985
1795,O01795,2024-08-14,C0464,P0158,S057,In-Store,2,106.61,0.2,170.58,58.87,52.84000000000002
1796,O01796,2025-01-15,C0608,P0484,UNKNOWN,Online,3,130.78,0.0,392.34,84.78,137.99999999999997
1797,O01797,2025-01-14,C0718,P0734,S040,In-Store,1,33.37,0.05,31.7,19.21,12.489999999999998
1798,O01798,2023-12-09,C0309,P0161,S000,In-Store,3,351.88,0.1,950.08,186.91,389.35
1799,O01799,2024-02-28,C0074,P0944,S032,In-Store,1,64.12,0.1,57.71,41.35,16.36
1800,O01800,2024-12-16,C0120,P0943,S018,In-Store,3,181.12,0.0,543.36,104.17,230.85000000000002
1801,O01801,2024-02-11,C0141,P0999,UNKNOWN,Online,1,185.46,0.05,176.19,139.55,36.639999999999986
1802,O01802,2024-08-13,C0098,P1109,UNKNOWN,In-Store,1,200.18,0.05,190.17,121.02,69.14999999999999
1803,O01803,2025-04-07,C0623,P0528,S008,In-Store,1,102.08,0.2,81.66,65.43,16.22999999999999
1804,O01804,2024-05-09,C0166,P0288,S030,In-Store,1,281.92,0.1,253.73,144.63,109.1
1805,O01805,2023-05-27,C0076,P0920,UNKNOWN,Online,1,238.75,0.1,214.88,147.5,67.38
1806,O01806,2023-04-19,C0375,P0545,S006,In-Store,1,124.94,0.1,112.45,112.85,-0.3999999999999915
1807,O01807,2023-12-14,C0381,P0995,S002,In-Store,1,177.45,0.1,159.7,106.34,53.359999999999985
1808,O01808,2023-09-16,C0517,P0258,UNKNOWN,Online,2,52.4,0.05,99.56,30.15,39.260000000000005
1809,O01809,2024-09-14,C0375,P1017,S045,In-Store,2,212.78,0.0,425.56,178.39,68.78000000000003
1810,O01810,2024-04-29,C0050,P0129,S014,In-Store,2,27.78,0.1,50.0,25.0,0.0
1811,O01811,2024-06-12,C0054,P0940,UNKNOWN,Online,1,21.41,0.05,20.34,16.72,3.620000000000001
1812,O01812,2023-10-16,C0481,P0363,S058,In-Store,1,382.32,0.1,344.09,193.08,151.00999999999996
1813,O01813,2024-09-08,C0631,P0573,UNKNOWN,Online,3,40.64,0.0,121.92,31.76,26.64
1814,O01814,2025-02-28,C0667,P1058,UNKNOWN,Online,1,219.39,0.1,197.45,138.39,59.06
1815,O01815,2024-09-11,C0246,P0184,UNKNOWN,Online,3,207.61,0.2,498.26,118.02,144.2
1816,O01816,2025-03-07,C0555,P0764,UNKNOWN,Online,1,241.25,0.0,241.25,143.88,97.37
1817,O01817,2023-09-15,C0359,P1151,S048,In-Store,2,258.14,0.0,516.28,196.34,123.59999999999997
1818,O01818,2024-11-05,C0588,P0761,S039,In-Store,3,240.31,0.05,684.88,125.81,307.45
1819,O01819,2024-04-26,C0111,P0176,S027,In-Store,3,273.81,0.0,821.43,180.29,280.55999999999995
1820,O01820,2023-07-15,C0044,P0742,UNKNOWN,Online,1,237.5,0.2,190.0,189.9,0.09999999999999432
1821,O01821,2023-05-12,C0583,P0278,UNKNOWN,Online,1,267.49,0.0,267.49,167.82,99.67000000000002
1822,O01822,2025-02-11,C0440,P0111,S000,In-Store,1,184.61,0.0,184.61,108.89,75.72000000000001
1823,O01823,2024-01-03,C0262,P0177,S036,In-Store,2,128.6,0.1,231.48,91.14,49.19999999999999
1824,O01824,2024-12-05,C0335,P0600,UNKNOWN,Online,2,221.76,0.05,421.34,178.15,65.03999999999996
1825,O01825,2025-03-19,C0534,P0959,S035,In-Store,2,56.21,0.05,106.8,50.03,6.739999999999995
1826,O01826,2023-11-08,C0422,P0705,UNKNOWN,Online,2,198.93,0.1,358.07,153.07,51.93000000000001
1827,O01827,2024-08-07,C0483,P0236,S046,In-Store,3,196.93,0.0,590.79,173.04,71.66999999999996
1828,O01828,2024-09-20,C0059,P1054,S030,In-Store,2,193.12,0.05,366.93,143.87,79.19
1829,O01829,2023-12-05,C0551,P0169,UNKNOWN,Online,2,87.14,0.0,174.28,50.78,72.72
1830,O01830,2023-11-21,C0340,P0092,UNKNOWN,Online,1,210.05,0.2,168.04,179.14,-11.099999999999994
1831,O01831,2023-09-21,C0187,P0140,S018,In-Store,1,187.12,0.05,177.76,111.19,66.57
1832,O01832,2024-07-24,C0396,P0737,S033,In-Store,2,121.72,0.05,231.27,62.25,106.77000000000001
1833,O01833,2024-07-22,C0155,P0861,S025,In-Store,1,201.1,0.1,180.99,110.24,70.75000000000001
1834,O01834,2025-01-13,C0445,P0079,S028,In-Store,1,260.43,0.05,247.41,158.22,89.19
1835,O01835,2024-05-06,C0224,P0514,S059,In-Store,2,104.99,0.05,199.48,76.67,46.139999999999986
1836,O01836,2024-01-30,C0181,P0651,S024,In-Store,1,315.36,0.1,283.82,169.86,113.95999999999998
1837,O01837,2023-11-08,C0141,P1106,UNKNOWN,Online,3,88.1,0.1,237.87,52.32,80.91
1838,O01838,2024-05-07,C0454,P0566,S025,In-Store,2,10.71,0.1,19.28,9.25,0.7800000000000011
1839,O01839,2023-07-26,C0343,P0721,UNKNOWN,Online,1,255.39,0.2,204.31,162.62,41.69
1840,O01840,2025-04-03,C0578,P0374,S000,In-Store,2,190.53,0.0,381.06,98.1,184.86
1841,O01841,2023-09-20,C0341,P0664,UNKNOWN,Online,1,191.74,0.2,153.39,109.09,44.29999999999998
